Player,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
A.J. Dillon,15.3,62.1,0.4,2.3,19.4,0.1,0.0,13.1,PHI,14,2023,RB,28.0,15.0,53.0,3.5,8.0,0.0,0.0,2.0,3.0,25.0,12.5,0.0,0.0,1.0,9.8,9.8,3.2%,PHI,RB
James Cook,12.1,58.9,0.2,2.7,21.9,0.1,0.1,12.8,BUF,14,2023,RB,3.0,10.0,58.0,5.8,15.0,0.0,0.0,5.0,5.0,83.0,16.6,1.0,0.0,1.0,25.1,25.1,98.0%,BUF,RB
Raheem Mostert,11.5,56.0,0.5,1.9,14.5,0.1,0.1,12.7,LV,14,2023,RB,5.0,21.0,96.0,4.6,15.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,23.0,23.0,8.2%,LV,RB
D'Andre Swift,12.1,54.2,0.3,2.7,19.6,0.1,0.0,12.5,CHI,14,2023,RB,51.0,11.0,39.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,88.9%,CHI,RB
Derrick Henry,16.1,65.4,0.4,1.7,14.4,0.1,0.1,12.5,BAL,14,2023,RB,12.0,17.0,34.0,2.0,6.0,0.0,2.0,1.0,2.0,17.0,17.0,0.0,0.0,1.0,18.1,18.1,99.4%,BAL,RB
Chuba Hubbard,14.9,62.5,0.3,2.3,16.4,0.0,0.0,12.5,CAR,14,2023,RB,25.0,23.0,87.0,3.8,13.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,11.6,11.6,95.4%,CAR,RB
David Montgomery,15.2,62.6,0.6,1.2,10.7,0.1,0.1,12.1,DET,14,2023,RB,26.0,10.0,66.0,6.6,13.0,0.0,0.0,3.0,3.0,19.0,6.3,0.0,0.0,1.0,11.5,11.5,93.1%,DET,RB
Jerome Ford,13.0,56.3,0.3,2.5,18.1,0.1,0.1,12.0,CLE,14,2023,RB,20.0,12.0,51.0,4.3,26.0,1.0,0.0,5.0,6.0,31.0,6.2,0.0,0.0,1.0,13.2,13.2,45.6%,CLE,RB
Jaylen Warren,11.2,48.7,0.3,2.5,18.6,0.1,0.1,11.4,PIT,14,2023,RB,35.0,7.0,11.0,1.6,7.0,0.0,0.0,4.0,5.0,29.0,7.3,0.0,0.0,1.0,8.0,8.0,81.7%,PIT,RB
Najee Harris,14.9,56.9,0.4,1.7,11.9,0.1,0.0,11.2,LAC,14,2023,RB,37.0,12.0,29.0,2.4,7.0,0.0,0.0,3.0,3.0,19.0,6.3,0.0,0.0,1.0,7.8,7.8,59.0%,LAC,RB
Clyde Edwards-Helaire,12.9,53.4,0.4,1.7,13.1,0.1,0.1,11.0,NO,14,2023,RB,34.0,11.0,39.0,3.5,7.0,0.0,0.0,2.0,4.0,29.0,14.5,0.0,0.0,1.0,8.8,8.8,0.8%,NO,RB
Devin Singletary,12.2,55.7,0.3,1.8,13.8,0.1,0.1,10.8,NYG,14,2023,RB,22.0,13.0,65.0,5.0,17.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,3.2%,NYG,RB
Alexander Mattison,13.5,54.8,0.3,1.8,13.5,0.1,0.1,10.6,MIA,14,2023,RB,43.0,10.0,66.0,6.6,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.6,6.6,2.4%,MIA,RB
Keaton Mitchell,8.2,39.7,0.2,1.6,13.1,0.0,0.0,8.6,BAL,14,2023,RB,39.0,9.0,54.0,6.0,27.0,1.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,7.2,7.2,9.2%,BAL,RB
Kareem Hunt,10.2,43.4,0.3,1.0,6.8,0.1,0.0,8.2,KC,14,2023,RB,27.0,10.0,27.0,2.7,9.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,10.0,10.0,19.6%,KC,RB
Tyjae Spears,5.2,22.4,0.1,2.7,19.7,0.1,0.0,8.1,TEN,14,2023,RB,13.0,7.0,29.0,4.1,8.0,0.0,0.0,6.0,8.0,89.0,14.8,0.0,0.0,1.0,17.8,17.8,57.7%,TEN,RB
Khalil Herbert,6.7,34.0,0.2,1.4,12.2,0.1,0.0,7.4,IND,14,2023,RB,71.0,3.0,8.0,2.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,2.4%,IND,RB
Zach Charbonnet,6.3,26.5,0.2,1.9,13.0,0.1,0.0,7.1,SEA,14,2023,RB,44.0,9.0,44.0,4.9,23.0,2.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,5.8,5.8,69.7%,SEA,RB
Samaje Perine,2.9,12.4,0.1,2.6,20.2,0.1,0.0,6.7,CIN,14,2023,RB,32.0,2.0,8.0,4.0,5.0,0.0,0.0,5.0,5.0,36.0,7.2,0.0,0.0,1.0,9.4,9.4,2.5%,CIN,RB
Dameon Pierce,11.2,41.2,0.2,0.7,4.9,0.0,0.1,6.6,HOU,14,2023,RB,61.0,4.0,9.0,2.3,4.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,1.7,1.7,4.3%,HOU,RB
Miles Sanders,7.2,32.1,0.2,1.3,9.3,0.0,0.1,6.4,DAL,14,2023,RB,38.0,10.0,74.0,7.4,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,8.2%,DAL,RB
Ty Chandler,7.8,30.7,0.2,1.1,8.2,0.0,0.0,6.1,MIN,14,2023,RB,40.0,12.0,35.0,2.9,7.0,0.0,0.0,3.0,3.0,7.0,2.3,0.0,0.0,1.0,7.2,7.2,1.7%,MIN,RB
Tyler Allgeier,8.7,35.8,0.2,0.5,4.3,0.0,0.0,5.9,ATL,14,2023,RB,50.0,9.0,40.0,4.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,34.2%,ATL,RB
Kenneth Gainwell,4.2,17.7,0.1,1.8,13.5,0.0,0.0,5.8,PIT,14,2023,RB,53.0,4.0,28.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,1.6%,PIT,RB
Rico Dowdle,5.7,23.9,0.2,1.0,7.0,0.0,0.0,5.4,CAR,14,2023,RB,23.0,12.0,46.0,3.8,9.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,12.2,12.2,23.4%,CAR,RB
Jaleel McLaughlin,3.8,16.4,0.1,1.6,10.5,0.1,0.0,5.1,DEN,14,2023,RB,47.0,5.0,25.0,5.0,9.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,4.2,4.2,5.6%,DEN,RB
D'Ernest Johnson,5.5,22.5,0.1,1.2,8.6,0.0,0.0,5.0,BAL,14,2023,RB,45.0,3.0,12.0,4.0,6.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,4.8,4.8,1.0%,BAL,RB
Justice Hill,2.9,12.5,0.1,1.0,6.6,0.0,0.0,3.8,BAL,14,2023,RB,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,1.0,2.2,2.2,14.4%,BAL,RB
Jordan Mason,4.8,17.6,0.2,0.5,3.9,0.0,0.0,3.7,MIN,14,2023,RB,29.0,4.0,20.0,5.0,8.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,9.6,9.6,72.2%,MIN,RB
Tyler Goodson,2.1,10.0,0.1,1.0,7.2,0.0,0.0,3.4,IND,14,2023,RB,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,0.8,0.8,0.7%,IND,RB
Jeff Wilson Jr.,1.8,12.4,0.1,0.8,5.3,0.0,0.0,3.3,SF,14,2023,RB,,,,,,,,,,,,,,,,,,,
Chase Brown,4.3,17.5,0.1,0.3,2.3,0.0,0.0,3.1,CIN,14,2023,RB,10.0,8.0,25.0,3.1,10.0,0.0,0.0,3.0,3.0,80.0,26.7,1.0,0.0,1.0,19.5,19.5,97.5%,CIN,RB
Trey Sermon,3.6,11.9,0.1,0.5,3.5,0.0,0.0,2.7,PIT,14,2023,RB,64.0,3.0,13.0,4.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.6%,PIT,RB
Ty Johnson,2.8,10.5,0.1,0.6,4.8,0.0,0.0,2.7,BUF,14,2023,RB,48.0,5.0,19.0,3.8,7.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,4.1,4.1,2.8%,BUF,RB
Patrick Taylor Jr.,1.3,7.9,0.1,0.6,5.2,0.0,0.0,2.4,SF,14,2023,RB,41.0,4.0,30.0,7.5,14.0,0.0,0.0,2.0,2.0,22.0,11.0,0.0,0.0,1.0,7.2,7.2,0.7%,SF,RB
Pierre Strong Jr.,2.5,10.6,0.1,0.4,3.6,0.0,0.0,2.4,CLE,14,2023,RB,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,CLE,RB
Ameer Abdullah,1.1,3.4,0.0,0.9,6.8,0.0,0.0,2.2,SF,14,2023,RB,52.0,1.0,12.0,12.0,12.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,3.9,3.9,0.6%,SF,RB
Kyle Juszczyk,0.3,1.2,0.0,0.7,6.2,0.1,0.0,1.9,SF,14,2023,RB,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,SF,RB
Alec Ingold,0.1,0.4,0.0,0.7,5.1,0.0,0.0,1.5,MIA,14,2023,RB,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,2.3,2.3,0.6%,MIA,RB
Tank Bigsby,1.3,8.7,0.1,0.2,0.8,0.0,0.0,1.4,JAC,14,2023,RB,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.1%,JAC,RB
Zamir White,1.8,6.9,0.0,0.2,1.5,0.0,0.0,1.4,LV,14,2023,RB,69.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,2.2%,LV,RB
Dare Ogunbowale,1.1,4.5,0.0,0.4,3.1,0.0,0.0,1.3,HOU,14,2023,RB,57.0,2.0,7.0,3.5,4.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,2.1,2.1,0.7%,HOU,RB
Raheem Blackshear,0.8,3.9,0.0,0.3,2.2,0.0,0.0,1.2,CAR,14,2023,RB,59.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,1.8,1.8,0.8%,CAR,RB
Trayveon Williams,0.4,3.9,0.0,0.3,1.8,0.0,0.0,1.0,CLE,14,2023,RB,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.9,0.9,0.0%,CLE,RB
Patrick Ricard,0.2,0.4,0.0,0.4,3.3,0.0,0.0,1.0,BAL,14,2023,RB,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,BAL,RB
Andrew Beck,0.4,1.8,0.0,0.3,2.6,0.0,0.0,1.0,NYJ,14,2023,RB,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYJ,RB
Craig Reynolds,0.3,3.1,0.0,0.2,1.5,0.0,0.0,0.9,DET,14,2023,RB,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,DET,RB
C.J. Ham,0.1,0.4,0.0,0.4,2.4,0.0,0.0,0.8,MIN,14,2023,RB,73.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.6%,MIN,RB
Kene Nwangwu,0.0,2.7,0.0,0.2,0.8,0.0,0.0,0.7,NYJ,14,2023,RB,78.0,2.0,3.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0%,NYJ,RB
Kenny McIntosh,0.0,1.5,0.0,0.2,1.1,0.0,0.0,0.6,SEA,14,2023,RB,,,,,,,,,,,,,,,,,,,
Jonathan Ward,0.0,2.1,0.0,0.2,1.0,0.0,0.0,0.6,NYG,14,2023,RB,,,,,,,,,,,,,,,,,,,
Eric Gray,0.0,2.4,0.0,0.1,0.8,0.0,0.0,0.5,NYG,14,2023,RB,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,NYG,RB
Travis Homer,0.0,0.5,0.0,0.2,1.7,0.0,0.0,0.5,CHI,14,2023,RB,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,CHI,RB
Hunter Luepke,0.0,0.1,0.0,0.3,1.6,0.0,0.0,0.5,DAL,14,2023,RB,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,DAL,RB
Michael Burton,0.5,1.5,0.0,0.2,0.7,0.0,0.0,0.5,DEN,14,2023,RB,65.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.3,1.3,0.1%,DEN,RB
Sean Tucker,0.0,2.0,0.0,0.1,0.4,0.0,0.0,0.4,TB,14,2023,RB,,,,,,,,,,,,,,,,,,,
Darrynton Evans,0.1,0.6,0.0,0.1,0.9,0.0,0.0,0.3,BUF,14,2023,RB,,,,,,,,,,,,,,,,,,,
Jakob Johnson,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.1,HOU,14,2023,RB,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,HOU,RB
Antonio Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,14,2023,RB,,,,,,,,,,,,,,,,,,,
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2023,RB,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,BUF,RB
Tyrion Davis-Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,14,2023,RB,,,,,,,,,,,,,,,,,,,
Elijah Dotson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2023,RB,,,,,,,,,,,,,,,,,,,
Chris Brooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,14,2023,RB,,,,,,,,,,,,,,,,,,,
Myles Gaskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,14,2023,RB,,,,,,,,,,,,,,,,,,,
J.J. Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,14,2023,RB,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2023,RB,,,,,,,,,,,,,,,,,,,
Javian Hawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2023,RB,,,,,,,,,,,,,,,,,,,
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2023,RB,,,,,,,,,,,,,,,,,,,
Julius Chestnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2023,RB,,,,,,,,,,,,,,,,,,,
Keaontay Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,14,2023,RB,,,,,,,,,,,,,,,,,,,
Deon Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,14,2023,RB,,,,,,,,,,,,,,,,,,,
Malik Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2023,RB,,,,,,,,,,,,,,,,,,,
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2023,RB,,,,,,,,,,,,,,,,,,,
Jordan Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2023,RB,,,,,,,,,,,,,,,,,,,
Owen Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,14,2023,RB,,,,,,,,,,,,,,,,,,,
Christian McCaffrey,18.3,86.6,0.8,4.4,35.6,0.3,0.1,23.4,SF,15,2023,RB,1.0,18.0,115.0,6.4,26.0,1.0,1.0,5.0,5.0,72.0,14.4,2.0,0.0,1.0,41.7,41.7,99.2%,SF,RB
Kyren Williams,21.1,91.5,0.7,2.7,23.2,0.2,0.0,19.5,LAR,15,2023,RB,5.0,27.0,152.0,5.6,27.0,1.0,1.0,5.0,7.0,3.0,0.6,0.0,2.0,1.0,24.5,24.5,98.4%,LAR,RB
Alvin Kamara,14.1,59.6,0.4,4.9,39.0,0.1,0.1,17.7,NO,15,2023,RB,14.0,16.0,66.0,4.1,15.0,0.0,0.0,5.0,5.0,44.0,8.8,0.0,0.0,1.0,16.0,16.0,96.2%,NO,RB
Saquon Barkley,18.2,77.6,0.4,3.3,24.4,0.2,0.1,16.8,PHI,15,2023,RB,45.0,9.0,14.0,1.6,4.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,0.0,1.0,5.7,5.7,99.5%,PHI,RB
Rachaad White,17.6,71.6,0.4,3.5,27.1,0.1,0.1,16.7,TB,15,2023,RB,6.0,21.0,89.0,4.2,22.0,1.0,0.0,2.0,2.0,50.0,25.0,1.0,0.0,1.0,21.9,21.9,57.1%,TB,RB
Joe Mixon,16.9,67.2,0.5,3.3,23.3,0.1,0.0,16.0,HOU,15,2023,RB,15.0,10.0,47.0,4.7,10.0,0.0,1.0,3.0,3.0,14.0,4.7,0.0,0.0,1.0,15.1,15.1,92.1%,HOU,RB
Jahmyr Gibbs,11.3,57.3,0.4,4.1,28.8,0.1,0.0,15.9,DET,15,2023,RB,3.0,11.0,100.0,9.1,34.0,2.0,1.0,2.0,2.0,8.0,4.0,1.0,0.0,1.0,24.8,24.8,99.6%,DET,RB
Austin Ekeler,13.2,53.1,0.3,4.2,34.8,0.2,0.1,15.9,WAS,15,2023,RB,35.0,5.0,9.0,1.8,6.0,0.0,0.0,4.0,6.0,29.0,7.3,0.0,0.0,1.0,7.8,7.8,53.3%,WAS,RB
Breece Hall,12.7,51.4,0.2,4.3,37.1,0.2,0.0,15.4,NYJ,15,2023,RB,61.0,6.0,12.0,2.0,5.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,2.8,2.8,96.3%,NYJ,RB
Bijan Robinson,16.3,70.8,0.4,3.0,24.4,0.1,0.1,15.3,ATL,15,2023,RB,77.0,7.0,11.0,1.6,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.4,0.4,99.4%,ATL,RB
Travis Etienne Jr.,14.1,60.0,0.4,3.4,27.5,0.1,0.1,15.2,JAC,15,2023,RB,26.0,10.0,31.0,3.1,7.0,0.0,0.0,4.0,6.0,28.0,7.0,0.0,0.0,1.0,9.9,9.9,80.3%,JAC,RB
Tony Pollard,14.2,62.8,0.4,3.2,24.4,0.1,0.1,14.8,TEN,15,2023,RB,36.0,11.0,52.0,4.7,11.0,0.0,0.0,2.0,3.0,5.0,2.5,0.0,0.0,1.0,7.7,7.7,86.7%,TEN,RB
Aaron Jones Sr.,14.1,59.5,0.4,3.2,26.3,0.1,0.1,14.6,MIN,15,2023,RB,21.0,13.0,53.0,4.1,20.0,1.0,0.0,4.0,4.0,16.0,4.0,0.0,0.0,1.0,10.9,10.9,88.4%,MIN,RB
Derrick Henry,17.7,72.1,0.7,1.6,14.3,0.1,0.1,14.5,BAL,15,2023,RB,46.0,16.0,9.0,0.6,6.0,0.0,0.0,4.0,4.0,1.0,0.3,0.0,0.0,1.0,5.0,5.0,99.4%,BAL,RB
Javonte Williams,14.9,62.2,0.3,3.1,22.8,0.1,0.1,14.0,DAL,15,2023,RB,51.0,12.0,27.0,2.3,8.0,0.0,0.0,2.0,2.0,-7.0,-3.5,0.0,0.0,1.0,4.0,4.0,70.2%,DAL,RB
James Cook,11.1,52.7,0.2,3.1,26.8,0.1,0.1,13.3,BUF,15,2023,RB,2.0,25.0,179.0,7.2,24.0,2.0,1.0,2.0,3.0,42.0,21.0,1.0,0.0,1.0,36.1,36.1,98.0%,BUF,RB
Raheem Mostert,13.8,65.7,0.6,1.5,13.2,0.1,0.1,13.2,LV,15,2023,RB,10.0,15.0,42.0,2.8,18.0,0.0,2.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,18.3,18.3,8.2%,LV,RB
Chuba Hubbard,19.0,74.3,0.4,2.0,14.8,0.0,0.0,13.2,CAR,15,2023,RB,19.0,22.0,87.0,4.0,22.0,2.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,12.3,12.3,95.4%,CAR,RB
D'Andre Swift,12.3,60.2,0.4,2.3,17.2,0.1,0.0,12.8,CHI,15,2023,RB,28.0,18.0,74.0,4.1,11.0,0.0,0.0,2.0,3.0,1.0,0.5,0.0,0.0,1.0,9.5,9.5,88.9%,CHI,RB
De'Von Achane,10.2,46.7,0.4,2.7,22.6,0.2,0.1,12.8,MIA,15,2023,RB,29.0,9.0,32.0,3.6,10.0,0.0,0.0,3.0,3.0,30.0,10.0,0.0,0.0,1.0,9.2,9.2,99.1%,MIA,RB
Antonio Gibson,9.7,43.0,0.2,3.6,28.3,0.1,0.1,12.7,NE,15,2023,RB,32.0,4.0,15.0,3.8,8.0,0.0,0.0,5.0,5.0,20.0,4.0,0.0,0.0,1.0,8.5,8.5,3.5%,NE,RB
David Montgomery,14.1,63.3,0.5,1.4,12.2,0.1,0.1,12.5,DET,15,2023,RB,23.0,17.0,85.0,5.0,13.0,0.0,0.0,2.0,3.0,-3.0,-1.5,0.0,0.0,1.0,10.2,10.2,93.1%,DET,RB
Ty Chandler,14.1,59.3,0.3,2.4,16.6,0.1,0.1,12.3,MIN,15,2023,RB,4.0,23.0,132.0,5.7,30.0,2.0,1.0,3.0,4.0,25.0,8.3,0.0,0.0,1.0,24.7,24.7,1.7%,MIN,RB
Jerome Ford,12.7,52.7,0.2,2.8,20.4,0.1,0.1,12.0,CLE,15,2023,RB,38.0,8.0,20.0,2.5,9.0,0.0,0.0,4.0,5.0,11.0,2.8,0.0,0.0,1.0,7.1,7.1,45.6%,CLE,RB
Jaylen Warren,10.7,47.2,0.3,2.6,20.0,0.1,0.1,11.6,PIT,15,2023,RB,20.0,10.0,40.0,4.0,11.0,0.0,0.0,5.0,6.0,28.0,5.6,0.0,0.0,1.0,11.8,11.8,81.7%,PIT,RB
James Conner,14.2,59.8,0.4,1.8,12.0,0.1,0.0,11.6,ARI,15,2023,RB,11.0,14.0,86.0,6.1,44.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,17.9,17.9,93.6%,ARI,RB
Najee Harris,13.4,55.7,0.4,1.8,12.6,0.1,0.0,11.2,LAC,15,2023,RB,74.0,12.0,33.0,2.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,1.3,59.0%,LAC,RB
Devin Singletary,12.8,54.4,0.3,2.0,15.2,0.1,0.1,11.2,NYG,15,2023,RB,7.0,26.0,121.0,4.7,34.0,0.0,0.0,4.0,5.0,49.0,12.3,0.0,0.0,1.0,21.0,21.0,3.2%,NYG,RB
Kenneth Walker III,12.0,49.3,0.4,2.0,15.5,0.1,0.0,11.1,SEA,15,2023,RB,8.0,19.0,86.0,4.5,23.0,1.0,1.0,3.0,3.0,26.0,8.7,0.0,0.0,1.0,20.2,20.2,95.4%,SEA,RB
Clyde Edwards-Helaire,13.1,50.5,0.3,2.0,15.2,0.1,0.1,10.9,NO,15,2023,RB,9.0,13.0,37.0,2.8,20.0,1.0,0.0,4.0,4.0,64.0,16.0,1.0,0.0,1.0,20.1,20.1,0.8%,NO,RB
Zamir White,15.1,60.7,0.3,1.4,11.4,0.0,0.2,10.7,LV,15,2023,RB,12.0,17.0,69.0,4.1,15.0,0.0,1.0,3.0,4.0,16.0,5.3,0.0,0.0,1.0,17.5,17.5,2.2%,LV,RB
Tyjae Spears,6.0,24.8,0.2,3.1,23.8,0.1,0.0,9.6,TEN,15,2023,RB,48.0,9.0,30.0,3.3,9.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,4.7,4.7,57.7%,TEN,RB
Zach Charbonnet,9.2,37.6,0.2,2.0,14.0,0.1,0.0,9.0,SEA,15,2023,RB,73.0,4.0,16.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,69.7%,SEA,RB
Keaton Mitchell,10.3,43.3,0.3,1.4,12.2,0.1,0.0,9.0,BAL,15,2023,RB,22.0,9.0,73.0,8.1,24.0,1.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,10.8,10.8,9.2%,BAL,RB
Kareem Hunt,9.8,42.2,0.3,0.9,6.2,0.0,0.0,7.8,KC,15,2023,RB,60.0,7.0,8.0,1.1,3.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,3.0,3.0,19.6%,KC,RB
Samaje Perine,2.3,11.2,0.1,2.8,23.1,0.1,0.0,7.2,CIN,15,2023,RB,44.0,6.0,37.0,6.2,12.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,5.8,5.8,2.5%,CIN,RB
Tyler Allgeier,11.5,44.3,0.2,0.3,2.0,0.0,0.0,6.4,ATL,15,2023,RB,43.0,14.0,45.0,3.2,8.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,6.1,6.1,34.2%,ATL,RB
Miles Sanders,8.7,36.3,0.2,1.0,7.3,0.0,0.1,6.3,DAL,15,2023,RB,57.0,6.0,2.0,0.3,3.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,3.3,3.3,8.2%,DAL,RB
Ameer Abdullah,6.7,22.3,0.1,1.7,13.7,0.0,0.0,6.1,SF,15,2023,RB,42.0,6.0,32.0,5.3,9.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,6.5,6.5,0.6%,SF,RB
Patrick Taylor Jr.,8.0,28.0,0.2,1.1,8.9,0.1,0.0,6.1,SF,15,2023,RB,64.0,1.0,6.0,6.0,6.0,0.0,0.0,2.0,2.0,-4.0,-2.0,0.0,0.0,1.0,2.2,2.2,0.7%,SF,RB
